,AnimalID,Name,DateTime,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,AgeInDays,Gender,IsDesexed,DayOfWeek,Month,Year,IsWeekend,Hour,TimeOfDay
3476,A671318,Mina,24-04-14 18:58,Adoption,Dog,Spayed Female,7 months,Labrador Retriever/Golden Retriever,Yellow,210,Female,Yes,Thursday,Apr,14,False,19,Evening
3477,A685375,None,06-08-14 19:24,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Silver Tabby,14,Male,No,Wednesday,Aug,14,False,19,Evening
3478,A709470,Cupcake,19-08-15 15:17,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,90,Male,Yes,Wednesday,Aug,15,False,15,Afternoon
3479,A683241,None,13-07-14 17:29,Adoption,Cat,Spayed Female,1 year,Himalayan Mix,Lynx Point,365,Female,Yes,Sunday,Jul,14,True,17,Evening
3480,A719392,Sydney,24-01-16 18:59,Adoption,Dog,Spayed Female,5 months,Labrador Retriever/Anatol Shepherd,White/Tan,150,Female,Yes,Sunday,Jan,16,True,19,Evening
3481,A692366,Thomas,06-12-14 18:12,Adoption,Cat,Neutered Male,2 months,Domestic Longhair Mix,Brown Tabby,60,Male,Yes,Saturday,Dec,14,True,18,Evening
3482,A687228,Twinkie,05-09-14 12:41,Transfer,Dog,Intact Female,3 years,Shih Tzu Mix,White/Buff,1095,Female,No,Friday,Sep,14,False,13,Afternoon
3483,A666016,None,26-10-13 12:04,Transfer,Cat,Unknown,4 weeks,Domestic Longhair Mix,Blue Tabby/White,28,Unknown,Unknown,Saturday,Oct,13,True,12,Morning
3484,A564660,Moki,01-02-14 13:49,Adoption,Dog,Spayed Female,6 years,Australian Shepherd Mix,Brown/Tan,2190,Female,Yes,Saturday,Feb,14,True,14,Afternoon
3485,A711727,None,12-09-15 9:00,Transfer,Cat,Unknown,8 months,Domestic Shorthair Mix,Black,240,Unknown,Unknown,Saturday,Sep,15,True,9,Morning
3486,A275975,Squeakers,12-10-13 11:27,Adoption,Cat,Spayed Female,11 years,Domestic Shorthair Mix,Black,4015,Female,Yes,Saturday,Oct,13,True,11,Morning
3487,A662554,Red Tex,26-10-13 12:39,Adoption,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby,30,Male,No,Saturday,Oct,13,True,13,Afternoon
3488,A684355,Jerry,13-08-14 17:25,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,60,Male,Yes,Wednesday,Aug,14,False,17,Evening
3489,A718012,None,23-12-15 19:02,Transfer,Cat,Spayed Female,5 months,Domestic Shorthair Mix,White/Black,150,Female,Yes,Wednesday,Dec,15,False,19,Evening
3490,A715234,None,05-11-15 0:00,Transfer,Dog,Intact Male,2 years,Pit Bull Mix,Red/White,730,Male,No,Thursday,Nov,15,False,0,Night
3491,A705489,None,19-06-15 9:00,Transfer,Cat,Unknown,8 months,Domestic Shorthair Mix,Black/White,240,Unknown,Unknown,Friday,Jun,15,False,9,Morning
3492,A680890,None,09-06-14 18:21,Euthanasia,Dog,Intact Female,2 years,Miniature Poodle,White,730,Female,No,Monday,Jun,14,False,18,Evening
3493,A712260,Jelly Bean,23-09-15 18:31,Adoption,Dog,Spayed Female,4 months,Yorkshire Terrier/Chihuahua Shorthair,Tan/Silver,120,Female,Yes,Wednesday,Sep,15,False,19,Evening
3494,A672956,Princess,24-02-14 15:46,Transfer,Dog,Intact Female,9 years,Miniature Pinscher Mix,Brown,3285,Female,No,Monday,Feb,14,False,16,Afternoon
3495,A680413,Kitkat,08-07-14 11:12,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby/White,60,Female,Yes,Tuesday,Jul,14,False,11,Morning
3496,A707545,Curry,26-07-15 14:38,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,30,Male,No,Sunday,Jul,15,True,15,Afternoon
3497,A682707,Jake,11-07-14 18:01,Euthanasia,Dog,Intact Male,2 years,Australian Cattle Dog Mix,Black/White,730,Male,No,Friday,Jul,14,False,18,Evening
3498,A502315,Milo,07-02-15 14:39,Adoption,Dog,Neutered Male,8 years,Parson Russell Terrier,White/Brown,2920,Male,Yes,Saturday,Feb,15,True,15,Afternoon
3499,A706859,None,04-07-15 12:02,Euthanasia,Cat,Intact Male,5 years,Domestic Shorthair Mix,Brown Tabby/White,1825,Male,No,Saturday,Jul,15,True,12,Morning
3500,A704169,Lisa,09-07-15 12:47,Adoption,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Black/White,60,Female,Yes,Thursday,Jul,15,False,13,Afternoon
3501,A693637,None,16-12-14 18:54,Adoption,Dog,Intact Male,2 months,German Shepherd Mix,Brown/Black,60,Male,No,Tuesday,Dec,14,False,19,Evening
3502,A691377,Sunshine,11-11-14 12:02,Transfer,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan/Brown,730,Female,Yes,Tuesday,Nov,14,False,12,Morning
3503,A676142,Louise,09-04-14 14:58,Transfer,Dog,Intact Female,2 years,Catahoula/Labrador Retriever,White/Tan,730,Female,No,Wednesday,Apr,14,False,15,Afternoon
3504,A710995,Porka,04-09-15 11:43,Return,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Black,1825,Female,Yes,Friday,Sep,15,False,12,Morning
3505,A713004,Dutchess,06-11-15 14:49,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue/White,60,Female,Yes,Friday,Nov,15,False,15,Afternoon
3506,A706672,Bella,06-07-15 15:47,Transfer,Dog,Intact Female,4 months,German Shepherd Mix,Brown/Black,120,Female,No,Monday,Jul,15,False,16,Afternoon
3507,A676624,Gunther,23-05-14 17:06,Adoption,Dog,Neutered Male,1 month,English Pointer Mix,White/Chocolate,30,Male,Yes,Friday,May,14,False,17,Evening
3508,A662574,Trixie,13-12-14 17:31,Return,Dog,Spayed Female,3 years,Yorkshire Terrier Mix,Black/Tan,1095,Female,Yes,Saturday,Dec,14,True,18,Evening
3509,A711703,Emmy Lou,15-09-15 11:45,Transfer,Dog,Intact Female,1 year,Shih Tzu Mix,White/Cream,365,Female,No,Tuesday,Sep,15,False,12,Morning
3510,A700811,None,20-04-15 15:39,Return,Dog,Neutered Male,4 years,Labrador Retriever Mix,Yellow,1460,Male,Yes,Monday,Apr,15,False,16,Afternoon
3511,A672777,Snoopy,17-02-14 11:24,Euthanasia,Cat,Neutered Male,15 years,Domestic Shorthair Mix,Blue Tabby/White,5475,Male,Yes,Monday,Feb,14,False,11,Morning
3512,A668438,None,05-12-13 15:16,Euthanasia,Dog,Intact Male,2 years,Labrador Retriever Mix,Tan,730,Male,No,Thursday,Dec,13,False,15,Afternoon
3513,A695916,Juno,31-01-15 17:22,Adoption,Dog,Spayed Female,2 years,Boxer Mix,Brown/White,730,Female,Yes,Saturday,Jan,15,True,17,Evening
3514,A685175,She-Ra,18-08-14 14:15,Adoption,Dog,Spayed Female,1 year,American Bulldog Mix,White/Brown,365,Female,Yes,Monday,Aug,14,False,14,Afternoon
3515,A702961,Hank,26-05-15 18:44,Adoption,Dog,Neutered Male,2 years,Redbone Hound Mix,Black/Red,730,Male,Yes,Tuesday,May,15,False,19,Evening
3516,A228887,Lucy,09-11-13 17:42,Return,Dog,Spayed Female,12 years,Catahoula/Labrador Retriever,Blue Merle/Tan,4380,Female,Yes,Saturday,Nov,13,True,18,Evening
3517,A693753,Chacota,14-12-14 14:55,Transfer,Dog,Intact Male,2 months,Labrador Retriever/Border Terrier,Brown Brindle,60,Male,No,Sunday,Dec,14,True,15,Afternoon
3518,A695338,None,16-01-15 18:24,Adoption,Dog,Neutered Male,2 years,Australian Shepherd/Chihuahua Shorthair,Black/Tan,730,Male,Yes,Friday,Jan,15,False,18,Evening
3519,A649065,Coco,07-04-14 16:08,Adoption,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,Brown/White,730,Female,Yes,Monday,Apr,14,False,16,Afternoon
3520,A645837,Ruby,01-05-15 18:23,Return,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,Buff,730,Female,Yes,Friday,May,15,False,18,Evening
3521,A708837,Yaya Annie,27-09-15 15:10,Adoption,Cat,Spayed Female,1 year,Domestic Medium Hair,Torbie,365,Female,Yes,Sunday,Sep,15,True,15,Afternoon
3522,A673492,White Snake,04-03-14 11:48,Adoption,Cat,Spayed Female,9 months,Domestic Shorthair Mix,White,270,Female,Yes,Tuesday,Mar,14,False,12,Morning
3523,A712437,Romer,27-09-15 18:27,Adoption,Dog,Neutered Male,4 months,Blue Lacy Mix,Blue/Tan,120,Male,Yes,Sunday,Sep,15,True,18,Evening
3524,A681510,Mancha,17-06-14 17:08,Return,Dog,Neutered Male,7 years,Rat Terrier Mix,Tricolor,2555,Male,Yes,Tuesday,Jun,14,False,17,Evening
3525,A714358,Brown Butt,25-10-15 18:04,Return,Dog,Neutered Male,9 months,Great Dane,White/Brown,270,Male,Yes,Sunday,Oct,15,True,18,Evening
3526,A720351,Norman,11-02-16 17:17,Adoption,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Orange Tabby/White,2920,Male,Yes,Thursday,Feb,16,False,17,Evening
3527,A694562,None,02-01-15 14:09,Transfer,Cat,Intact Female,6 days,Domestic Shorthair Mix,Black,6,Female,No,Friday,Jan,15,False,14,Afternoon
3528,A684159,Charlie,21-07-14 16:08,Return,Dog,Neutered Male,3 years,Basset Hound Mix,Tricolor,1095,Male,Yes,Monday,Jul,14,False,16,Afternoon
3529,A693652,Little Bit,16-12-14 12:23,Adoption,Dog,Spayed Female,1 year,Cardigan Welsh Corgi/Chihuahua Shorthair,Tan,365,Female,Yes,Tuesday,Dec,14,False,12,Morning
3530,A691273,Sky,07-11-14 13:28,Transfer,Dog,Spayed Female,4 months,Plott Hound Mix,Brown Brindle/White,120,Female,Yes,Friday,Nov,14,False,13,Afternoon
3531,A686325,None,20-08-14 17:10,Transfer,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,White/Black,28,Male,No,Wednesday,Aug,14,False,17,Evening
3532,A686403,Ziggy,21-08-14 15:46,Return,Dog,Neutered Male,5 years,Basset Hound Mix,Black/Tan,1825,Male,Yes,Thursday,Aug,14,False,16,Afternoon
3533,A711002,Myrcelly,11-10-15 15:45,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,90,Female,Yes,Sunday,Oct,15,True,16,Afternoon
3534,A701272,Ingrid,01-05-15 12:38,Transfer,Dog,Spayed Female,7 months,Anatol Shepherd Mix,Tan,210,Female,Yes,Friday,May,15,False,13,Afternoon
3535,A653755,Bambi,16-10-15 0:00,Transfer,Dog,Spayed Female,2 years,German Shepherd/Labrador Retriever,Brown,730,Female,Yes,Friday,Oct,15,False,0,Night
3536,A674043,Misty,11-03-14 13:12,Return,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Blue/White,1460,Female,Yes,Tuesday,Mar,14,False,13,Afternoon
3537,A663055,Mocha,21-04-14 13:00,Adoption,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White,365,Female,Yes,Monday,Apr,14,False,13,Afternoon
3538,A684716,Morpheus,07-08-14 17:18,Adoption,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black,365,Male,Yes,Thursday,Aug,14,False,17,Evening
3539,A665911,Oliver,28-10-13 18:06,Adoption,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,60,Male,No,Monday,Oct,13,False,18,Evening
3540,A665162,Diamond,16-11-15 18:04,Return,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White,730,Female,Yes,Monday,Nov,15,False,18,Evening
3541,A708849,None,05-08-15 18:14,Adoption,Dog,Neutered Male,1 year,Bruss Griffon Mix,Tricolor,365,Male,Yes,Wednesday,Aug,15,False,18,Evening
3542,A690123,Junior,17-10-14 15:06,Return,Dog,Neutered Male,6 months,Chihuahua Shorthair Mix,Tan/White,180,Male,Yes,Friday,Oct,14,False,15,Afternoon
3543,A688827,Snooky,13-10-14 19:01,Adoption,Dog,Neutered Male,8 years,Border Collie Mix,Black/White,2920,Male,Yes,Monday,Oct,14,False,19,Evening
3544,A706148,Mccoy,02-07-15 11:39,Return,Dog,Neutered Male,2 years,German Shepherd/Australian Cattle Dog,Red,730,Male,Yes,Thursday,Jul,15,False,12,Morning
3545,A681860,Palona1,26-06-14 8:59,Transfer,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Black,365,Female,No,Thursday,Jun,14,False,9,Morning
3546,A693129,Junebug,27-12-14 13:23,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Blue,120,Female,Yes,Saturday,Dec,14,True,13,Afternoon
3547,A685072,None,10-08-14 13:04,Transfer,Dog,Intact Female,8 months,Pit Bull,Blue/White,240,Female,No,Sunday,Aug,14,True,13,Afternoon
3548,A720250,Shoshonna,14-02-16 12:35,Adoption,Dog,Spayed Female,1 year,Labrador Retriever/Vizsla,Red,365,Female,Yes,Sunday,Feb,16,True,13,Afternoon
3549,A670448,Leslie,12-01-14 18:53,Adoption,Dog,Spayed Female,1 year,Cairn Terrier Mix,White/Black,365,Female,Yes,Sunday,Jan,14,True,19,Evening
3550,A713532,Chloe,08-10-15 11:48,Transfer,Dog,Intact Female,5 months,Chihuahua Shorthair Mix,White/Black,150,Female,No,Thursday,Oct,15,False,12,Morning
3551,A692970,Romeo,04-01-15 15:19,Transfer,Cat,Neutered Male,14 years,Domestic Shorthair Mix,Orange Tabby/White,5110,Male,Yes,Sunday,Jan,15,True,15,Afternoon
3552,A658616,Betty,09-11-14 13:53,Adoption,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Brown Tabby,2555,Female,Yes,Sunday,Nov,14,True,14,Afternoon
3553,A626851,Middie,13-12-13 13:38,Return,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Black,1460,Female,Yes,Friday,Dec,13,False,14,Afternoon
3554,A630752,Marfa,02-03-14 14:50,Transfer,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue/White,365,Female,Yes,Sunday,Mar,14,True,15,Afternoon
3555,A701256,None,27-04-15 9:00,Transfer,Cat,Intact Female,3 years,Domestic Shorthair Mix,Brown Tabby,1095,Female,No,Monday,Apr,15,False,9,Morning
3556,A693465,Vangogh,04-01-15 16:27,Adoption,Dog,Spayed Female,1 year,German Shepherd Mix,Black/Tan,365,Female,Yes,Sunday,Jan,15,True,16,Afternoon
3557,A702429,Rayne,15-06-15 15:03,Adoption,Dog,Spayed Female,2 years,Queensland Heeler Mix,Blue Tick,730,Female,Yes,Monday,Jun,15,False,15,Afternoon
3558,A648672,Rico,20-08-15 12:12,Return,Dog,Neutered Male,4 years,German Shepherd Mix,Black/Tan,1460,Male,Yes,Thursday,Aug,15,False,12,Morning
3559,A711379,Turbo,06-09-15 13:57,Return,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White,730,Male,Yes,Sunday,Sep,15,True,14,Afternoon
3560,A702422,Hunner,07-07-15 18:17,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,60,Male,Yes,Tuesday,Jul,15,False,18,Evening
3561,A719398,Ridley,21-01-16 18:30,Return,Dog,Spayed Female,3 years,German Shepherd Mix,Brown/Black,1095,Female,Yes,Thursday,Jan,16,False,19,Evening
3562,A593567,Bruno,04-10-15 11:53,Return,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Sable/White,1825,Male,Yes,Sunday,Oct,15,True,12,Morning
3563,A669580,Biscuit,23-12-13 14:49,Euthanasia,Dog,Spayed Female,13 years,Labrador Retriever/Chow Chow,Tan,4745,Female,Yes,Monday,Dec,13,False,15,Afternoon
3564,A720686,Chimi,14-02-16 17:34,Return,Dog,Neutered Male,8 months,Chihuahua Shorthair Mix,Tan/White,240,Male,Yes,Sunday,Feb,16,True,18,Evening
3565,A679526,None,23-05-14 19:10,Transfer,Cat,Intact Female,1 year,Siamese Mix,Seal Point,365,Female,No,Friday,May,14,False,19,Evening
3566,A707399,Toby,14-07-15 11:24,Return,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown,730,Male,Yes,Tuesday,Jul,15,False,11,Morning
3567,A664697,Jezzabelle,24-10-13 12:52,Adoption,Dog,Spayed Female,4 months,Border Terrier Mix,White/Tan,120,Female,Yes,Thursday,Oct,13,False,13,Afternoon
3568,A696118,Misty,04-02-15 17:07,Adoption,Dog,Spayed Female,4 years,Miniature Poodle/Chihuahua Shorthair,Cream,1460,Female,Yes,Wednesday,Feb,15,False,17,Evening
3569,A671023,Murphy,03-08-14 15:44,Transfer,Dog,Neutered Male,3 years,Australian Cattle Dog Mix,Blue Merle,1095,Male,Yes,Sunday,Aug,14,True,16,Afternoon
3570,A688889,None,04-10-14 11:24,Transfer,Dog,Intact Female,3 years,German Shepherd Mix,Black/Tan,1095,Female,No,Saturday,Oct,14,True,11,Morning
3571,A662100,Beaux,19-02-15 12:59,Transfer,Dog,Neutered Male,4 years,German Shepherd,Brown/Black,1460,Male,Yes,Thursday,Feb,15,False,13,Afternoon
3572,A672589,None,13-02-14 14:31,Euthanasia,Cat,Neutered Male,10 years,Domestic Medium Hair Mix,Orange Tabby,3650,Male,Yes,Thursday,Feb,14,False,15,Afternoon
3573,A682504,Champ,30-06-14 17:53,Return,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White,730,Male,No,Monday,Jun,14,False,18,Evening
3574,A683353,Dino,12-07-14 15:32,Return,Dog,Neutered Male,11 months,Australian Cattle Dog/Beagle,Brown,330,Male,Yes,Saturday,Jul,14,True,16,Afternoon
3575,A679722,None,01-06-14 14:52,Transfer,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,60,Female,No,Sunday,Jun,14,True,15,Afternoon
3576,A673717,Blackie,12-03-14 18:41,Return,Dog,Neutered Male,9 years,Shiba Inu Mix,Red/Cream,3285,Male,Yes,Wednesday,Mar,14,False,19,Evening
3577,A703832,None,30-05-15 9:00,Transfer,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby/White,730,Female,No,Saturday,May,15,True,9,Morning
3578,A713006,Charlene,03-10-15 15:35,Transfer,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White,30,Female,No,Saturday,Oct,15,True,16,Afternoon
3579,A711844,Bambam,13-09-15 11:12,Return,Dog,Spayed Female,11 years,Shih Tzu Mix,Black/White,4015,Female,Yes,Sunday,Sep,15,True,11,Morning
3580,A675104,Marmalade,07-05-14 14:53,Transfer,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby/White,365,Male,Yes,Wednesday,May,14,False,15,Afternoon
3581,A696648,None,14-02-15 18:32,Adoption,Dog,Spayed Female,2 months,Australian Cattle Dog/Pointer,White/Brown,60,Female,Yes,Saturday,Feb,15,True,19,Evening
3582,A712936,Louise,09-10-15 16:57,Adoption,Dog,Spayed Female,1 year,Shiba Inu Mix,Red,365,Female,Yes,Friday,Oct,15,False,17,Evening
3583,A701093,Lucus,04-05-15 16:12,Return,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan/White,730,Male,Yes,Monday,May,15,False,16,Afternoon
3584,A679895,None,30-05-14 8:00,Transfer,Cat,Intact Male,3 years,Domestic Shorthair Mix,Black/White,1095,Male,No,Friday,May,14,False,8,Morning
3585,A704076,Destiny,13-06-15 14:22,Adoption,Dog,Spayed Female,9 years,Labrador Retriever Mix,Brown,3285,Female,Yes,Saturday,Jun,15,True,14,Afternoon
3586,A707818,None,19-07-15 9:00,Transfer,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby,120,Male,No,Sunday,Jul,15,True,9,Morning
3587,A665496,Mikey,22-10-13 17:54,Adoption,Cat,Neutered Male,3 years,Bengal,Brown Tiger,1095,Male,Yes,Tuesday,Oct,13,False,18,Evening
3588,A662219,Ollie,29-10-13 12:45,Adoption,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Blue Point,60,Male,Yes,Tuesday,Oct,13,False,13,Afternoon
3589,A685601,Hank,13-08-14 17:13,Adoption,Dog,Neutered Male,3 months,Cairn Terrier Mix,Tan/Black,90,Male,Yes,Wednesday,Aug,14,False,17,Evening
3590,A720607,Zeus,13-02-16 16:14,Return,Dog,Intact Male,1 year,German Shepherd Mix,Brown/Black,365,Male,No,Saturday,Feb,16,True,16,Afternoon
3591,A713336,None,06-10-15 9:00,Transfer,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue,365,Male,Yes,Tuesday,Oct,15,False,9,Morning
3592,A688659,None,27-09-14 16:48,Transfer,Dog,Spayed Female,5 months,Border Collie,Black,150,Female,Yes,Saturday,Sep,14,True,17,Evening
3593,A707579,Money,23-07-15 17:43,Return,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White,365,Female,Yes,Thursday,Jul,15,False,18,Evening
3594,A669643,Dale,05-01-14 13:10,Return,Dog,Intact Male,5 months,Australian Cattle Dog/Bloodhound,Brown Brindle/White,150,Male,No,Sunday,Jan,14,True,13,Afternoon
3595,A685868,Sierra,13-08-14 19:00,Return,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Agouti,270,Female,Yes,Wednesday,Aug,14,False,19,Evening
3596,A680035,Carmen,06-06-14 11:51,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White/Brown Brindle,730,Female,Yes,Friday,Jun,14,False,12,Morning
3597,A699027,Meow,04-05-15 12:20,Adoption,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Black/White,3650,Female,Yes,Monday,May,15,False,12,Morning
3598,A645251,Woodrow,14-12-14 12:47,Adoption,Dog,Neutered Male,1 year,Miniature Schnauzer Mix,White/Tan,365,Male,Yes,Sunday,Dec,14,True,13,Afternoon
3599,A670148,Rosie,28-01-14 18:20,Adoption,Dog,Spayed Female,1 month,Labrador Retriever Mix,Black/White,30,Female,Yes,Tuesday,Jan,14,False,18,Evening
3600,A692110,Bear,01-12-14 16:42,Adoption,Dog,Neutered Male,2 years,English Shepherd Mix,Tricolor,730,Male,Yes,Monday,Dec,14,False,17,Evening
3601,A686539,None,28-08-14 9:00,Transfer,Cat,Intact Female,5 months,Siamese Mix,Lynx Point,150,Female,No,Thursday,Aug,14,False,9,Morning
3602,A644507,Stella,18-04-14 14:05,Transfer,Dog,Spayed Female,5 years,West Highland Mix,White,1825,Female,Yes,Friday,Apr,14,False,14,Afternoon
3603,A698946,Carla,27-03-15 11:58,Transfer,Dog,Intact Female,3 years,Pit Bull Mix,White,1095,Female,No,Friday,Mar,15,False,12,Morning
3604,A681431,Deltadawn,22-06-14 16:46,Euthanasia,Dog,Intact Female,5 years,Labrador Retriever Mix,Brown,1825,Female,No,Sunday,Jun,14,True,17,Evening
3605,A712007,Samantha,15-09-15 16:36,Return,Dog,Intact Female,6 months,German Shepherd Mix,Sable,180,Female,No,Tuesday,Sep,15,False,17,Evening
3606,A682468,None,28-06-14 13:32,Transfer,Cat,Intact Female,3 days,Domestic Shorthair Mix,Blue/White,3,Female,No,Saturday,Jun,14,True,14,Afternoon
3607,A665551,Aggie,12-12-13 13:11,Transfer,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White,365,Female,Yes,Thursday,Dec,13,False,13,Afternoon
3608,A689248,Jack,01-01-15 10:51,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby/White,120,Male,Yes,Thursday,Jan,15,False,11,Morning
3609,A679734,None,25-05-14 13:44,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby,14,Male,No,Sunday,May,14,True,14,Afternoon
3610,A704428,None,04-06-15 18:52,Transfer,Dog,Unknown,6 days,Chihuahua Shorthair/Pit Bull,Brown Brindle,6,Unknown,Unknown,Thursday,Jun,15,False,19,Evening
3611,A671413,Magnus,02-02-14 11:15,Return,Dog,Neutered Male,2 years,Boxer/Pit Bull,Red/White,730,Male,Yes,Sunday,Feb,14,True,11,Morning
3612,A677717,Butters,03-05-14 13:55,Transfer,Dog,Spayed Female,10 years,Cocker Spaniel/Labrador Retriever,Buff,3650,Female,Yes,Saturday,May,14,True,14,Afternoon
3613,A696142,Louden,03-02-15 11:15,Return,Dog,Spayed Female,5 years,Labrador Retriever Mix,Red,1825,Female,Yes,Tuesday,Feb,15,False,11,Morning
3614,A665583,None,20-10-13 13:37,Transfer,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico,730,Female,No,Sunday,Oct,13,True,14,Afternoon
3615,A674508,Spencer,30-09-14 8:03,Adoption,Dog,Neutered Male,8 years,Labrador Retriever Mix,Yellow,2920,Male,Yes,Tuesday,Sep,14,False,8,Morning
3616,A684041,Bree,03-09-14 12:25,Euthanasia,Dog,Spayed Female,4 years,Labrador Retriever Mix,Black,1460,Female,Yes,Wednesday,Sep,14,False,12,Morning
3617,A719861,None,02-02-16 19:15,Transfer,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Black/White,300,Female,Yes,Tuesday,Feb,16,False,19,Evening
3618,A711389,None,06-09-15 15:30,Transfer,Cat,Unknown,2 weeks,Siamese Mix,Tortie Point,14,Unknown,Unknown,Sunday,Sep,15,True,16,Afternoon
3619,A710487,Bobbie,02-10-15 17:13,Transfer,Dog,Spayed Female,3 months,Catahoula Mix,Sable,90,Female,Yes,Friday,Oct,15,False,17,Evening
3620,A669002,Candy 2,13-12-13 11:54,Transfer,Dog,Intact Female,9 months,Shih Tzu/Miniature Poodle,White/Black,270,Female,No,Friday,Dec,13,False,12,Morning
3621,A696049,Peeka,15-02-15 13:18,Transfer,Cat,Intact Female,6 years,Domestic Shorthair Mix,Calico,2190,Female,No,Sunday,Feb,15,True,13,Afternoon
3622,A685101,Blanca,14-03-15 11:25,Return,Dog,Spayed Female,1 year,Pit Bull/Dalmatian,White/Black,365,Female,Yes,Saturday,Mar,15,True,11,Morning
